variant,trial,case,operation,mode,round,items,ns,calls,requested,peak,live,checksum
candidate_reuse,0,byte-15-4096,build,1,3,2632,599833,0,0,0,0,1896941275
candidate_reuse,0,byte-15-4096,build,2,3,2632,597667,0,0,0,0,1896941275
candidate_reuse,0,bit-3-4096,build,1,1,5690,1596166,0,0,0,0,3555944624
candidate_reuse,0,bit-3-4096,build,2,1,5690,1657167,0,0,0,0,3555944624
candidate_reuse,0,bit-3-4096,build,3,1,5690,1636625,0,0,0,0,3555944624
candidate_reuse,0,bit-3-4096,build,0,1,5690,1776625,0,0,0,0,3555944624
candidate_reuse,0,bit-3-4096,query,0,1,4096,30460375,0,0,0,0,6584442294199094370
candidate_reuse,0,bit-3-4096,build,2,2,5690,1870166,0,0,0,0,3555944624
candidate_reuse,0,bit-3-4096,build,3,2,5690,1573542,0,0,0,0,3555944624
candidate_reuse,0,bit-3-4096,build,0,2,5690,1809458,0,0,0,0,3555944624
candidate_reuse,0,bit-3-4096,query,0,2,4096,30710417,0,0,0,0,6584442294199094370
candidate_reuse,0,bit-3-4096,build,1,2,5690,1768542,0,0,0,0,3555944624
candidate_reuse,0,bit-3-4096,build,3,3,5690,1528333,0,0,0,0,3555944624
candidate_reuse,0,bit-3-4096,build,0,3,5690,1738917,0,0,0,0,3555944624
candidate_reuse,0,bit-3-4096,query,0,3,4096,31511333,0,0,0,0,6584442294199094370
candidate_reuse,0,bit-3-4096,build,1,3,5690,1659875,0,0,0,0,3555944624
candidate_reuse,0,bit-3-4096,build,2,3,5690,1610125,0,0,0,0,3555944624
candidate_reuse,0,bit-15-4096,build,1,1,2632,941500,0,0,0,0,2558807147
candidate_reuse,0,bit-15-4096,build,2,1,2632,974666,0,0,0,0,2558807147
candidate_reuse,0,bit-15-4096,build,3,1,2632,937541,0,0,0,0,2558807147
candidate_reuse,0,bit-15-4096,build,0,1,2632,930542,0,0,0,0,2558807147
candidate_reuse,0,bit-15-4096,query,0,1,4096,27646292,0,0,0,0,6584442294199094370
candidate_reuse,0,bit-15-4096,build,2,2,2632,1029083,0,0,0,0,2558807147
candidate_reuse,0,bit-15-4096,build,3,2,2632,959709,0,0,0,0,2558807147
candidate_reuse,0,bit-15-4096,build,0,2,2632,1000375,0,0,0,0,2558807147
candidate_reuse,0,bit-15-4096,query,0,2,4096,28285792,0,0,0,0,6584442294199094370
candidate_reuse,0,bit-15-4096,build,1,2,2632,986125,0,0,0,0,2558807147
candidate_reuse,0,bit-15-4096,build,3,3,2632,904750,0,0,0,0,2558807147
candidate_reuse,0,bit-15-4096,build,0,3,2632,993083,0,0,0,0,2558807147
candidate_reuse,0,bit-15-4096,query,0,3,4096,27403625,0,0,0,0,6584442294199094370
candidate_reuse,0,bit-15-4096,build,1,3,2632,950750,0,0,0,0,2558807147
candidate_reuse,0,bit-15-4096,build,2,3,2632,924334,0,0,0,0,2558807147
candidate_reuse,1,byte-3-0,build,1,1,5690,1141000,0,0,0,0,1761918743
candidate_reuse,1,byte-3-0,build,2,1,5690,1131500,0,0,0,0,1761918743
candidate_reuse,1,byte-3-0,build,3,1,5690,1052416,0,0,0,0,1761918743
candidate_reuse,1,byte-3-0,build,0,1,5690,1154291,0,0,0,0,1761918743
candidate_reuse,1,byte-3-0,query,0,1,4096,18299916,0,0,0,0,6584442294199094370
candidate_reuse,1,byte-3-0,build,2,2,5690,1174083,0,0,0,0,1761918743
candidate_reuse,1,byte-3-0,build,3,2,5690,1107209,0,0,0,0,1761918743
candidate_reuse,1,byte-3-0,build,0,2,5690,1179625,0,0,0,0,1761918743
candidate_reuse,1,byte-3-0,query,0,2,4096,18283625,0,0,0,0,6584442294199094370
candidate_reuse,1,byte-3-0,build,1,2,5690,1166000,0,0,0,0,1761918743
candidate_reuse,1,byte-3-0,build,3,3,5690,1053583,0,0,0,0,1761918743
candidate_reuse,1,byte-3-0,build,0,3,5690,1157292,0,0,0,0,1761918743
candidate_reuse,1,byte-3-0,query,0,3,4096,18656333,0,0,0,0,6584442294199094370
candidate_reuse,1,byte-3-0,build,1,3,5690,1171583,0,0,0,0,1761918743
candidate_reuse,1,byte-3-0,build,2,3,5690,1115708,0,0,0,0,1761918743
candidate_reuse,1,byte-15-0,build,1,1,2632,589916,0,0,0,0,1583706055
candidate_reuse,1,byte-15-0,build,2,1,2632,590291,0,0,0,0,1583706055
candidate_reuse,1,byte-15-0,build,3,1,2632,575625,0,0,0,0,1583706055
candidate_reuse,1,byte-15-0,build,0,1,2632,600834,0,0,0,0,1583706055
candidate_reuse,1,byte-15-0,query,0,1,4096,16357708,0,0,0,0,6584442294199094370
candidate_reuse,1,byte-15-0,build,2,2,2632,821750,0,0,0,0,1583706055
candidate_reuse,1,byte-15-0,build,3,2,2632,607833,0,0,0,0,1583706055
candidate_reuse,1,byte-15-0,build,0,2,2632,611625,0,0,0,0,1583706055
candidate_reuse,1,byte-15-0,query,0,2,4096,16078334,0,0,0,0,6584442294199094370
candidate_reuse,1,byte-15-0,build,1,2,2632,671791,0,0,0,0,1583706055
candidate_reuse,1,byte-15-0,build,3,3,2632,681834,0,0,0,0,1583706055
candidate_reuse,1,byte-15-0,build,0,3,2632,604583,0,0,0,0,1583706055
candidate_reuse,1,byte-15-0,query,0,3,4096,16251791,0,0,0,0,6584442294199094370
candidate_reuse,1,byte-15-0,build,1,3,2632,607584,0,0,0,0,1583706055
candidate_reuse,1,byte-15-0,build,2,3,2632,604583,0,0,0,0,1583706055
candidate_reuse,1,bit-3-0,build,1,1,5690,1540458,0,0,0,0,3340569477
candidate_reuse,1,bit-3-0,build,2,1,5690,1869584,0,0,0,0,3340569477
candidate_reuse,1,bit-3-0,build,3,1,5690,1496667,0,0,0,0,3340569477
candidate_reuse,1,bit-3-0,build,0,1,5690,1734833,0,0,0,0,3340569477
candidate_reuse,1,bit-3-0,query,0,1,4096,26502583,0,0,0,0,6584442294199094370
candidate_reuse,1,bit-3-0,build,2,2,5690,1894000,0,0,0,0,3340569477
candidate_reuse,1,bit-3-0,build,3,2,5690,1510333,0,0,0,0,3340569477
candidate_reuse,1,bit-3-0,build,0,2,5690,1723167,0,0,0,0,3340569477
candidate_reuse,1,bit-3-0,query,0,2,4096,26961458,0,0,0,0,6584442294199094370
candidate_reuse,1,bit-3-0,build,1,2,5690,1595125,0,0,0,0,3340569477
candidate_reuse,1,bit-3-0,build,3,3,5690,1517875,0,0,0,0,3340569477
candidate_reuse,1,bit-3-0,build,0,3,5690,1743167,0,0,0,0,3340569477
candidate_reuse,1,bit-3-0,query,0,3,4096,26493625,0,0,0,0,6584442294199094370
candidate_reuse,1,bit-3-0,build,1,3,5690,1632959,0,0,0,0,3340569477
candidate_reuse,1,bit-3-0,build,2,3,5690,1603125,0,0,0,0,3340569477
candidate_reuse,1,bit-15-0,build,1,1,2632,965000,0,0,0,0,3904194795
candidate_reuse,1,bit-15-0,build,2,1,2632,900166,0,0,0,0,3904194795
candidate_reuse,1,bit-15-0,build,3,1,2632,871291,0,0,0,0,3904194795
candidate_reuse,1,bit-15-0,build,0,1,2632,916542,0,0,0,0,3904194795
candidate_reuse,1,bit-15-0,query,0,1,4096,24214792,0,0,0,0,6584442294199094370
candidate_reuse,1,bit-15-0,build,2,2,2632,940958,0,0,0,0,3904194795
candidate_reuse,1,bit-15-0,build,3,2,2632,883208,0,0,0,0,3904194795
candidate_reuse,1,bit-15-0,build,0,2,2632,1105792,0,0,0,0,3904194795
candidate_reuse,1,bit-15-0,query,0,2,4096,24314334,0,0,0,0,6584442294199094370
candidate_reuse,1,bit-15-0,build,1,2,2632,1139000,0,0,0,0,3904194795
candidate_reuse,1,bit-15-0,build,3,3,2632,904041,0,0,0,0,3904194795
candidate_reuse,1,bit-15-0,build,0,3,2632,949792,0,0,0,0,3904194795
candidate_reuse,1,bit-15-0,query,0,3,4096,24053542,0,0,0,0,6584442294199094370
candidate_reuse,1,bit-15-0,build,1,3,2632,1066625,0,0,0,0,3904194795
candidate_reuse,1,bit-15-0,build,2,3,2632,993250,0,0,0,0,3904194795
candidate_reuse,1,byte-3-4096,build,1,1,5690,1128667,0,0,0,0,2588134493
candidate_reuse,1,byte-3-4096,build,2,1,5690,1216709,0,0,0,0,2588134493
candidate_reuse,1,byte-3-4096,build,3,1,5690,1088709,0,0,0,0,2588134493
candidate_reuse,1,byte-3-4096,build,0,1,5690,1174250,0,0,0,0,2588134493
candidate_reuse,1,byte-3-4096,query,0,1,4096,20544542,0,0,0,0,6584442294199094370
candidate_reuse,1,byte-3-4096,build,2,2,5690,1145708,0,0,0,0,2588134493
candidate_reuse,1,byte-3-4096,build,3,2,5690,1129500,0,0,0,0,2588134493
candidate_reuse,1,byte-3-4096,build,0,2,5690,1181208,0,0,0,0,2588134493
candidate_reuse,1,byte-3-4096,query,0,2,4096,20905917,0,0,0,0,6584442294199094370
candidate_reuse,1,byte-3-4096,build,1,2,5690,1134166,0,0,0,0,2588134493
candidate_reuse,1,byte-3-4096,build,3,3,5690,1086375,0,0,0,0,2588134493
candidate_reuse,1,byte-3-4096,build,0,3,5690,1187125,0,0,0,0,2588134493
candidate_reuse,1,byte-3-4096,query,0,3,4096,20066250,0,0,0,0,6584442294199094370
candidate_reuse,1,byte-3-4096,build,1,3,5690,1110417,0,0,0,0,2588134493
candidate_reuse,1,byte-3-4096,build,2,3,5690,1114916,0,0,0,0,2588134493
candidate_reuse,1,byte-15-4096,build,1,1,2632,606250,0,0,0,0,1896941275
candidate_reuse,1,byte-15-4096,build,2,1,2632,594708,0,0,0,0,1896941275
candidate_reuse,1,byte-15-4096,build,3,1,2632,591667,0,0,0,0,1896941275
candidate_reuse,1,byte-15-4096,build,0,1,2632,611958,0,0,0,0,1896941275
candidate_reuse,1,byte-15-4096,query,0,1,4096,17807917,0,0,0,0,6584442294199094370
candidate_reuse,1,byte-15-4096,build,2,2,2632,597667,0,0,0,0,1896941275
candidate_reuse,1,byte-15-4096,build,3,2,2632,630917,0,0,0,0,1896941275
candidate_reuse,1,byte-15-4096,build,0,2,2632,623875,0,0,0,0,1896941275
candidate_reuse,1,byte-15-4096,query,0,2,4096,20068334,0,0,0,0,6584442294199094370
candidate_reuse,1,byte-15-4096,build,1,2,2632,610709,0,0,0,0,1896941275
candidate_reuse,1,byte-15-4096,build,3,3,2632,628042,0,0,0,0,1896941275
candidate_reuse,1,byte-15-4096,build,0,3,2632,611209,0,0,0,0,1896941275
candidate_reuse,1,byte-15-4096,query,0,3,4096,17514167,0,0,0,0,6584442294199094370
candidate_reuse,1,byte-15-4096,build,1,3,2632,598875,0,0,0,0,1896941275
candidate_reuse,1,byte-15-4096,build,2,3,2632,593625,0,0,0,0,1896941275
candidate_reuse,1,bit-3-4096,build,1,1,5690,1586666,0,0,0,0,3555944624
candidate_reuse,1,bit-3-4096,build,2,1,5690,1622959,0,0,0,0,3555944624
candidate_reuse,1,bit-3-4096,build,3,1,5690,1521833,0,0,0,0,3555944624
candidate_reuse,1,bit-3-4096,build,0,1,5690,1755167,0,0,0,0,3555944624
candidate_reuse,1,bit-3-4096,query,0,1,4096,28230625,0,0,0,0,6584442294199094370
candidate_reuse,1,bit-3-4096,build,2,2,5690,1625500,0,0,0,0,3555944624
candidate_reuse,1,bit-3-4096,build,3,2,5690,1451125,0,0,0,0,3555944624
candidate_reuse,1,bit-3-4096,build,0,2,5690,1688041,0,0,0,0,3555944624
candidate_reuse,1,bit-3-4096,query,0,2,4096,28798958,0,0,0,0,6584442294199094370
candidate_reuse,1,bit-3-4096,build,1,2,5690,1585500,0,0,0,0,3555944624
candidate_reuse,1,bit-3-4096,build,3,3,5690,1502250,0,0,0,0,3555944624
candidate_reuse,1,bit-3-4096,build,0,3,5690,1697625,0,0,0,0,3555944624
candidate_reuse,1,bit-3-4096,query,0,3,4096,28367084,0,0,0,0,6584442294199094370
candidate_reuse,1,bit-3-4096,build,1,3,5690,1580125,0,0,0,0,3555944624
candidate_reuse,1,bit-3-4096,build,2,3,5690,1737291,0,0,0,0,3555944624
candidate_reuse,1,bit-15-4096,build,1,1,2632,901875,0,0,0,0,2558807147
candidate_reuse,1,bit-15-4096,build,2,1,2632,907958,0,0,0,0,2558807147
candidate_reuse,1,bit-15-4096,build,3,1,2632,885584,0,0,0,0,2558807147
candidate_reuse,1,bit-15-4096,build,0,1,2632,1155458,0,0,0,0,2558807147
candidate_reuse,1,bit-15-4096,query,0,1,4096,26204667,0,0,0,0,6584442294199094370
candidate_reuse,1,bit-15-4096,build,2,2,2632,940041,0,0,0,0,2558807147
candidate_reuse,1,bit-15-4096,build,3,2,2632,891916,0,0,0,0,2558807147
candidate_reuse,1,bit-15-4096,build,0,2,2632,937166,0,0,0,0,2558807147
candidate_reuse,1,bit-15-4096,query,0,2,4096,28921542,0,0,0,0,6584442294199094370
candidate_reuse,1,bit-15-4096,build,1,2,2632,946209,0,0,0,0,2558807147
candidate_reuse,1,bit-15-4096,build,3,3,2632,891250,0,0,0,0,2558807147
candidate_reuse,1,bit-15-4096,build,0,3,2632,958000,0,0,0,0,2558807147
candidate_reuse,1,bit-15-4096,query,0,3,4096,27537167,0,0,0,0,6584442294199094370
candidate_reuse,1,bit-15-4096,build,1,3,2632,948292,0,0,0,0,2558807147
candidate_reuse,1,bit-15-4096,build,2,3,2632,925708,0,0,0,0,2558807147
candidate_reuse,2,byte-3-0,build,1,1,5690,1162375,0,0,0,0,1761918743
candidate_reuse,2,byte-3-0,build,2,1,5690,1193917,0,0,0,0,1761918743
candidate_reuse,2,byte-3-0,build,3,1,5690,1065042,0,0,0,0,1761918743
candidate_reuse,2,byte-3-0,build,0,1,5690,1161792,0,0,0,0,1761918743
candidate_reuse,2,byte-3-0,query,0,1,4096,18281000,0,0,0,0,6584442294199094370
candidate_reuse,2,byte-3-0,build,2,2,5690,1150792,0,0,0,0,1761918743
candidate_reuse,2,byte-3-0,build,3,2,5690,1421625,0,0,0,0,1761918743
candidate_reuse,2,byte-3-0,build,0,2,5690,1274125,0,0,0,0,1761918743
candidate_reuse,2,byte-3-0,query,0,2,4096,18325291,0,0,0,0,6584442294199094370
candidate_reuse,2,byte-3-0,build,1,2,5690,1148834,0,0,0,0,1761918743
candidate_reuse,2,byte-3-0,build,3,3,5690,1236083,0,0,0,0,1761918743
candidate_reuse,2,byte-3-0,build,0,3,5690,1221417,0,0,0,0,1761918743
candidate_reuse,2,byte-3-0,query,0,3,4096,18285792,0,0,0,0,6584442294199094370
candidate_reuse,2,byte-3-0,build,1,3,5690,1241333,0,0,0,0,1761918743
candidate_reuse,2,byte-3-0,build,2,3,5690,1372458,0,0,0,0,1761918743
candidate_reuse,2,byte-15-0,build,1,1,2632,675917,0,0,0,0,1583706055
candidate_reuse,2,byte-15-0,build,2,1,2632,636791,0,0,0,0,1583706055
candidate_reuse,2,byte-15-0,build,3,1,2632,594875,0,0,0,0,1583706055
candidate_reuse,2,byte-15-0,build,0,1,2632,645208,0,0,0,0,1583706055
candidate_reuse,2,byte-15-0,query,0,1,4096,16353083,0,0,0,0,6584442294199094370
candidate_reuse,2,byte-15-0,build,2,2,2632,644959,0,0,0,0,1583706055
candidate_reuse,2,byte-15-0,build,3,2,2632,590041,0,0,0,0,1583706055
candidate_reuse,2,byte-15-0,build,0,2,2632,599958,0,0,0,0,1583706055
candidate_reuse,2,byte-15-0,query,0,2,4096,16230000,0,0,0,0,6584442294199094370
candidate_reuse,2,byte-15-0,build,1,2,2632,615500,0,0,0,0,1583706055
candidate_reuse,2,byte-15-0,build,3,3,2632,587000,0,0,0,0,1583706055
candidate_reuse,2,byte-15-0,build,0,3,2632,606375,0,0,0,0,1583706055
candidate_reuse,2,byte-15-0,query,0,3,4096,16157917,0,0,0,0,6584442294199094370
candidate_reuse,2,byte-15-0,build,1,3,2632,600917,0,0,0,0,1583706055
candidate_reuse,2,byte-15-0,build,2,3,2632,618833,0,0,0,0,1583706055
candidate_reuse,2,bit-3-0,build,1,1,5690,1787292,0,0,0,0,3340569477
candidate_reuse,2,bit-3-0,build,2,1,5690,1732458,0,0,0,0,3340569477
candidate_reuse,2,bit-3-0,build,3,1,5690,1547125,0,0,0,0,3340569477
candidate_reuse,2,bit-3-0,build,0,1,5690,1685292,0,0,0,0,3340569477
candidate_reuse,2,bit-3-0,query,0,1,4096,26328250,0,0,0,0,6584442294199094370
candidate_reuse,2,bit-3-0,build,2,2,5690,1663334,0,0,0,0,3340569477
candidate_reuse,2,bit-3-0,build,3,2,5690,1452084,0,0,0,0,3340569477
candidate_reuse,2,bit-3-0,build,0,2,5690,1685125,0,0,0,0,3340569477
candidate_reuse,2,bit-3-0,query,0,2,4096,26636291,0,0,0,0,6584442294199094370
candidate_reuse,2,bit-3-0,build,1,2,5690,1632084,0,0,0,0,3340569477
candidate_reuse,2,bit-3-0,build,3,3,5690,1475834,0,0,0,0,3340569477
candidate_reuse,2,bit-3-0,build,0,3,5690,1831708,0,0,0,0,3340569477
candidate_reuse,2,bit-3-0,query,0,3,4096,26525750,0,0,0,0,6584442294199094370
candidate_reuse,2,bit-3-0,build,1,3,5690,1600375,0,0,0,0,3340569477
candidate_reuse,2,bit-3-0,build,2,3,5690,1629792,0,0,0,0,3340569477
candidate_reuse,2,bit-15-0,build,1,1,2632,897084,0,0,0,0,3904194795
candidate_reuse,2,bit-15-0,build,2,1,2632,914209,0,0,0,0,3904194795
candidate_reuse,2,bit-15-0,build,3,1,2632,939459,0,0,0,0,3904194795
candidate_reuse,2,bit-15-0,build,0,1,2632,1078666,0,0,0,0,3904194795
candidate_reuse,2,bit-15-0,query,0,1,4096,24066584,0,0,0,0,6584442294199094370
candidate_reuse,2,bit-15-0,build,2,2,2632,963250,0,0,0,0,3904194795
candidate_reuse,2,bit-15-0,build,3,2,2632,1134417,0,0,0,0,3904194795
candidate_reuse,2,bit-15-0,build,0,2,2632,1007333,0,0,0,0,3904194795
candidate_reuse,2,bit-15-0,query,0,2,4096,24230709,0,0,0,0,6584442294199094370
candidate_reuse,2,bit-15-0,build,1,2,2632,960833,0,0,0,0,3904194795
candidate_reuse,2,bit-15-0,build,3,3,2632,935792,0,0,0,0,3904194795
candidate_reuse,2,bit-15-0,build,0,3,2632,995500,0,0,0,0,3904194795
candidate_reuse,2,bit-15-0,query,0,3,4096,24052583,0,0,0,0,6584442294199094370
candidate_reuse,2,bit-15-0,build,1,3,2632,981667,0,0,0,0,3904194795
candidate_reuse,2,bit-15-0,build,2,3,2632,994833,0,0,0,0,3904194795
candidate_reuse,2,byte-3-4096,build,1,1,5690,1215458,0,0,0,0,2588134493
candidate_reuse,2,byte-3-4096,build,2,1,5690,1185500,0,0,0,0,2588134493
candidate_reuse,2,byte-3-4096,build,3,1,5690,1140000,0,0,0,0,2588134493
candidate_reuse,2,byte-3-4096,build,0,1,5690,1165917,0,0,0,0,2588134493
candidate_reuse,2,byte-3-4096,query,0,1,4096,20310667,0,0,0,0,6584442294199094370
candidate_reuse,2,byte-3-4096,build,2,2,5690,1142875,0,0,0,0,2588134493
candidate_reuse,2,byte-3-4096,build,3,2,5690,1059667,0,0,0,0,2588134493
candidate_reuse,2,byte-3-4096,build,0,2,5690,1157209,0,0,0,0,2588134493
candidate_reuse,2,byte-3-4096,query,0,2,4096,20357000,0,0,0,0,6584442294199094370
candidate_reuse,2,byte-3-4096,build,1,2,5690,1230750,0,0,0,0,2588134493
candidate_reuse,2,byte-3-4096,build,3,3,5690,1124459,0,0,0,0,2588134493
candidate_reuse,2,byte-3-4096,build,0,3,5690,1221292,0,0,0,0,2588134493
candidate_reuse,2,byte-3-4096,query,0,3,4096,20758458,0,0,0,0,6584442294199094370
candidate_reuse,2,byte-3-4096,build,1,3,5690,1126791,0,0,0,0,2588134493
candidate_reuse,2,byte-3-4096,build,2,3,5690,1148250,0,0,0,0,2588134493
candidate_reuse,2,byte-15-4096,build,1,1,2632,593417,0,0,0,0,1896941275
candidate_reuse,2,byte-15-4096,build,2,1,2632,590541,0,0,0,0,1896941275
candidate_reuse,2,byte-15-4096,build,3,1,2632,576459,0,0,0,0,1896941275
candidate_reuse,2,byte-15-4096,build,0,1,2632,631625,0,0,0,0,1896941275
candidate_reuse,2,byte-15-4096,query,0,1,4096,18536500,0,0,0,0,6584442294199094370
candidate_reuse,2,byte-15-4096,build,2,2,2632,618250,0,0,0,0,1896941275
candidate_reuse,2,byte-15-4096,build,3,2,2632,594625,0,0,0,0,1896941275
candidate_reuse,2,byte-15-4096,build,0,2,2632,628417,0,0,0,0,1896941275
candidate_reuse,2,byte-15-4096,query,0,2,4096,18430291,0,0,0,0,6584442294199094370
candidate_reuse,2,byte-15-4096,build,1,2,2632,640042,0,0,0,0,1896941275
candidate_reuse,2,byte-15-4096,build,3,3,2632,609708,0,0,0,0,1896941275
candidate_reuse,2,byte-15-4096,build,0,3,2632,632709,0,0,0,0,1896941275
candidate_reuse,2,byte-15-4096,query,0,3,4096,18259250,0,0,0,0,6584442294199094370
candidate_reuse,2,byte-15-4096,build,1,3,2632,596000,0,0,0,0,1896941275
candidate_reuse,2,byte-15-4096,build,2,3,2632,636209,0,0,0,0,1896941275
candidate_reuse,2,bit-3-4096,build,1,1,5690,1626875,0,0,0,0,3555944624
candidate_reuse,2,bit-3-4096,build,2,1,5690,1622208,0,0,0,0,3555944624
candidate_reuse,2,bit-3-4096,build,3,1,5690,1489333,0,0,0,0,3555944624
candidate_reuse,2,bit-3-4096,build,0,1,5690,1921083,0,0,0,0,3555944624
candidate_reuse,2,bit-3-4096,query,0,1,4096,29785500,0,0,0,0,6584442294199094370
candidate_reuse,2,bit-3-4096,build,2,2,5690,1645916,0,0,0,0,3555944624
candidate_reuse,2,bit-3-4096,build,3,2,5690,1591209,0,0,0,0,3555944624
candidate_reuse,2,bit-3-4096,build,0,2,5690,1763584,0,0,0,0,3555944624
candidate_reuse,2,bit-3-4096,query,0,2,4096,29634208,0,0,0,0,6584442294199094370
candidate_reuse,2,bit-3-4096,build,1,2,5690,1598000,0,0,0,0,3555944624
candidate_reuse,2,bit-3-4096,build,3,3,5690,1439625,0,0,0,0,3555944624
candidate_reuse,2,bit-3-4096,build,0,3,5690,1886209,0,0,0,0,3555944624
candidate_reuse,2,bit-3-4096,query,0,3,4096,30473833,0,0,0,0,6584442294199094370
candidate_reuse,2,bit-3-4096,build,1,3,5690,1650625,0,0,0,0,3555944624
candidate_reuse,2,bit-3-4096,build,2,3,5690,1703000,0,0,0,0,3555944624
candidate_reuse,2,bit-15-4096,build,1,1,2632,992584,0,0,0,0,2558807147
candidate_reuse,2,bit-15-4096,build,2,1,2632,925917,0,0,0,0,2558807147
candidate_reuse,2,bit-15-4096,build,3,1,2632,894083,0,0,0,0,2558807147
candidate_reuse,2,bit-15-4096,build,0,1,2632,945041,0,0,0,0,2558807147
candidate_reuse,2,bit-15-4096,query,0,1,4096,26777125,0,0,0,0,6584442294199094370
candidate_reuse,2,bit-15-4096,build,2,2,2632,1069084,0,0,0,0,2558807147
candidate_reuse,2,bit-15-4096,build,3,2,2632,918333,0,0,0,0,2558807147
candidate_reuse,2,bit-15-4096,build,0,2,2632,998291,0,0,0,0,2558807147
candidate_reuse,2,bit-15-4096,query,0,2,4096,27706042,0,0,0,0,6584442294199094370
candidate_reuse,2,bit-15-4096,build,1,2,2632,1089875,0,0,0,0,2558807147
candidate_reuse,2,bit-15-4096,build,3,3,2632,932291,0,0,0,0,2558807147
candidate_reuse,2,bit-15-4096,build,0,3,2632,948000,0,0,0,0,2558807147
candidate_reuse,2,bit-15-4096,query,0,3,4096,27628292,0,0,0,0,6584442294199094370
candidate_reuse,2,bit-15-4096,build,1,3,2632,975916,0,0,0,0,2558807147
candidate_reuse,2,bit-15-4096,build,2,3,2632,1026375,0,0,0,0,2558807147
candidate_reuse,3,byte-3-0,build,1,1,5690,1111333,0,0,0,0,1761918743
candidate_reuse,3,byte-3-0,build,2,1,5690,1173542,0,0,0,0,1761918743
candidate_reuse,3,byte-3-0,build,3,1,5690,1071000,0,0,0,0,1761918743
candidate_reuse,3,byte-3-0,build,0,1,5690,1198958,0,0,0,0,1761918743
candidate_reuse,3,byte-3-0,query,0,1,4096,18452500,0,0,0,0,6584442294199094370
candidate_reuse,3,byte-3-0,build,2,2,5690,1142250,0,0,0,0,1761918743
candidate_reuse,3,byte-3-0,build,3,2,5690,1053291,0,0,0,0,1761918743
candidate_reuse,3,byte-3-0,build,0,2,5690,1176584,0,0,0,0,1761918743
candidate_reuse,3,byte-3-0,query,0,2,4096,18477167,0,0,0,0,6584442294199094370
candidate_reuse,3,byte-3-0,build,1,2,5690,1102417,0,0,0,0,1761918743
candidate_reuse,3,byte-3-0,build,3,3,5690,1068459,0,0,0,0,1761918743
candidate_reuse,3,byte-3-0,build,0,3,5690,1248667,0,0,0,0,1761918743
candidate_reuse,3,byte-3-0,query,0,3,4096,18115542,0,0,0,0,6584442294199094370
candidate_reuse,3,byte-3-0,build,1,3,5690,1129292,0,0,0,0,1761918743
candidate_reuse,3,byte-3-0,build,2,3,5690,1158750,0,0,0,0,1761918743
candidate_reuse,3,byte-15-0,build,1,1,2632,610458,0,0,0,0,1583706055
candidate_reuse,3,byte-15-0,build,2,1,2632,647750,0,0,0,0,1583706055
candidate_reuse,3,byte-15-0,build,3,1,2632,650750,0,0,0,0,1583706055
candidate_reuse,3,byte-15-0,build,0,1,2632,801750,0,0,0,0,1583706055
candidate_reuse,3,byte-15-0,query,0,1,4096,16107166,0,0,0,0,6584442294199094370
candidate_reuse,3,byte-15-0,build,2,2,2632,788417,0,0,0,0,1583706055
candidate_reuse,3,byte-15-0,build,3,2,2632,589500,0,0,0,0,1583706055
candidate_reuse,3,byte-15-0,build,0,2,2632,611000,0,0,0,0,1583706055
candidate_reuse,3,byte-15-0,query,0,2,4096,16097167,0,0,0,0,6584442294199094370
candidate_reuse,3,byte-15-0,build,1,2,2632,672166,0,0,0,0,1583706055
candidate_reuse,3,byte-15-0,build,3,3,2632,640917,0,0,0,0,1583706055
candidate_reuse,3,byte-15-0,build,0,3,2632,600625,0,0,0,0,1583706055
candidate_reuse,3,byte-15-0,query,0,3,4096,16309917,0,0,0,0,6584442294199094370
candidate_reuse,3,byte-15-0,build,1,3,2632,601292,0,0,0,0,1583706055
candidate_reuse,3,byte-15-0,build,2,3,2632,600291,0,0,0,0,1583706055
candidate_reuse,3,bit-3-0,build,1,1,5690,1534917,0,0,0,0,3340569477
candidate_reuse,3,bit-3-0,build,2,1,5690,1603959,0,0,0,0,3340569477
candidate_reuse,3,bit-3-0,build,3,1,5690,1528458,0,0,0,0,3340569477
candidate_reuse,3,bit-3-0,build,0,1,5690,1857416,0,0,0,0,3340569477
candidate_reuse,3,bit-3-0,query,0,1,4096,26063375,0,0,0,0,6584442294199094370
candidate_reuse,3,bit-3-0,build,2,2,5690,1668458,0,0,0,0,3340569477
candidate_reuse,3,bit-3-0,build,3,2,5690,1716625,0,0,0,0,3340569477
candidate_reuse,3,bit-3-0,build,0,2,5690,1789500,0,0,0,0,3340569477
candidate_reuse,3,bit-3-0,query,0,2,4096,26327750,0,0,0,0,6584442294199094370
candidate_reuse,3,bit-3-0,build,1,2,5690,1848125,0,0,0,0,3340569477
candidate_reuse,3,bit-3-0,build,3,3,5690,1589625,0,0,0,0,3340569477
candidate_reuse,3,bit-3-0,build,0,3,5690,1704209,0,0,0,0,3340569477
candidate_reuse,3,bit-3-0,query,0,3,4096,26536625,0,0,0,0,6584442294199094370
candidate_reuse,3,bit-3-0,build,1,3,5690,1763667,0,0,0,0,3340569477
candidate_reuse,3,bit-3-0,build,2,3,5690,1714291,0,0,0,0,3340569477
candidate_reuse,3,bit-15-0,build,1,1,2632,977375,0,0,0,0,3904194795
candidate_reuse,3,bit-15-0,build,2,1,2632,960417,0,0,0,0,3904194795
